zip,state,city,source
11774,NY,FARMINGDALE,Archived federalgovernmentzipcodes.us Primary CSV
11775,NY,MELVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11776,NY,PORT JEFFERSON STATION,Archived federalgovernmentzipcodes.us Primary CSV
11777,NY,PORT JEFFERSON,Archived federalgovernmentzipcodes.us Primary CSV
11778,NY,ROCKY POINT,Archived federalgovernmentzipcodes.us Primary CSV
11779,NY,RONKONKOMA,Archived federalgovernmentzipcodes.us Primary CSV
11780,NY,SAINT JAMES,Archived federalgovernmentzipcodes.us Primary CSV
11782,NY,SAYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11783,NY,SEAFORD,Archived federalgovernmentzipcodes.us Primary CSV
11784,NY,SELDEN,Archived federalgovernmentzipcodes.us Primary CSV
11786,NY,SHOREHAM,Archived federalgovernmentzipcodes.us Primary CSV
11787,NY,SMITHTOWN,Archived federalgovernmentzipcodes.us Primary CSV
11788,NY,HAUPPAUGE,Archived federalgovernmentzipcodes.us Primary CSV
11789,NY,SOUND BEACH,Archived federalgovernmentzipcodes.us Primary CSV
11790,NY,STONY BROOK,Archived federalgovernmentzipcodes.us Primary CSV
11791,NY,SYOSSET,Archived federalgovernmentzipcodes.us Primary CSV
11792,NY,WADING RIVER,Archived federalgovernmentzipcodes.us Primary CSV
11793,NY,WANTAGH,Archived federalgovernmentzipcodes.us Primary CSV
11794,NY,STONY BROOK,Archived federalgovernmentzipcodes.us Primary CSV
11795,NY,WEST ISLIP,Archived federalgovernmentzipcodes.us Primary CSV
11796,NY,WEST SAYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11797,NY,WOODBURY,Archived federalgovernmentzipcodes.us Primary CSV
11798,NY,WYANDANCH,Archived federalgovernmentzipcodes.us Primary CSV
11801,NY,HICKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11802,NY,HICKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11803,NY,PLAINVIEW,Archived federalgovernmentzipcodes.us Primary CSV
11804,NY,OLD BETHPAGE,Archived federalgovernmentzipcodes.us Primary CSV
11815,NY,HICKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11819,NY,HICKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11853,NY,JERICHO,Archived federalgovernmentzipcodes.us Primary CSV
11854,NY,HICKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11855,NY,HICKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11901,NY,RIVERHEAD,Archived federalgovernmentzipcodes.us Primary CSV
11930,NY,AMAGANSETT,Archived federalgovernmentzipcodes.us Primary CSV
11931,NY,AQUEBOGUE,Archived federalgovernmentzipcodes.us Primary CSV
11932,NY,BRIDGEHAMPTON,Archived federalgovernmentzipcodes.us Primary CSV
11933,NY,CALVERTON,Archived federalgovernmentzipcodes.us Primary CSV
11934,NY,CENTER MORICHES,Archived federalgovernmentzipcodes.us Primary CSV
11935,NY,CUTCHOGUE,Archived federalgovernmentzipcodes.us Primary CSV
11937,NY,EAST HAMPTON,Archived federalgovernmentzipcodes.us Primary CSV
11939,NY,EAST MARION,Archived federalgovernmentzipcodes.us Primary CSV
11940,NY,EAST MORICHES,Archived federalgovernmentzipcodes.us Primary CSV
11941,NY,EASTPORT,Archived federalgovernmentzipcodes.us Primary CSV
11942,NY,EAST QUOGUE,Archived federalgovernmentzipcodes.us Primary CSV
11944,NY,GREENPORT,Archived federalgovernmentzipcodes.us Primary CSV
11946,NY,HAMPTON BAYS,Archived federalgovernmentzipcodes.us Primary CSV
11947,NY,JAMESPORT,Archived federalgovernmentzipcodes.us Primary CSV
11948,NY,LAUREL,Archived federalgovernmentzipcodes.us Primary CSV
11949,NY,MANORVILLE,Archived federalgovernmentzipcodes.us Primary CSV
11950,NY,MASTIC,Archived federalgovernmentzipcodes.us Primary CSV
11951,NY,MASTIC BEACH,Archived federalgovernmentzipcodes.us Primary CSV
11952,NY,MATTITUCK,Archived federalgovernmentzipcodes.us Primary CSV
11953,NY,MIDDLE ISLAND,Archived federalgovernmentzipcodes.us Primary CSV
11954,NY,MONTAUK,Archived federalgovernmentzipcodes.us Primary CSV
11955,NY,MORICHES,Archived federalgovernmentzipcodes.us Primary CSV
11956,NY,NEW SUFFOLK,Archived federalgovernmentzipcodes.us Primary CSV
11957,NY,ORIENT,Archived federalgovernmentzipcodes.us Primary CSV
11958,NY,PECONIC,Archived federalgovernmentzipcodes.us Primary CSV
11959,NY,QUOGUE,Archived federalgovernmentzipcodes.us Primary CSV
11960,NY,REMSENBURG,Archived federalgovernmentzipcodes.us Primary CSV
11961,NY,RIDGE,Archived federalgovernmentzipcodes.us Primary CSV
11962,NY,SAGAPONACK,Archived federalgovernmentzipcodes.us Primary CSV
11963,NY,SAG HARBOR,Archived federalgovernmentzipcodes.us Primary CSV
11964,NY,SHELTER ISLAND,Archived federalgovernmentzipcodes.us Primary CSV
11965,NY,SHELTER ISLAND HEIGHTS,Archived federalgovernmentzipcodes.us Primary CSV
11967,NY,SHIRLEY,Archived federalgovernmentzipcodes.us Primary CSV
11968,NY,SOUTHAMPTON,Archived federalgovernmentzipcodes.us Primary CSV
11969,NY,SOUTHAMPTON,Archived federalgovernmentzipcodes.us Primary CSV
11970,NY,SOUTH JAMESPORT,Archived federalgovernmentzipcodes.us Primary CSV
11971,NY,SOUTHOLD,Archived federalgovernmentzipcodes.us Primary CSV
11972,NY,SPEONK,Archived federalgovernmentzipcodes.us Primary CSV
11973,NY,UPTON,Archived federalgovernmentzipcodes.us Primary CSV
11975,NY,WAINSCOTT,Archived federalgovernmentzipcodes.us Primary CSV
11976,NY,WATER MILL,Archived federalgovernmentzipcodes.us Primary CSV
11977,NY,WESTHAMPTON,Archived federalgovernmentzipcodes.us Primary CSV
11978,NY,WESTHAMPTON BEACH,Archived federalgovernmentzipcodes.us Primary CSV
11980,NY,YAPHANK,Archived federalgovernmentzipcodes.us Primary CSV
12007,NY,ALCOVE,Archived federalgovernmentzipcodes.us Primary CSV
12008,NY,ALPLAUS,Archived federalgovernmentzipcodes.us Primary CSV
12009,NY,ALTAMONT,Archived federalgovernmentzipcodes.us Primary CSV
12010,NY,AMSTERDAM,Archived federalgovernmentzipcodes.us Primary CSV
12015,NY,ATHENS,Archived federalgovernmentzipcodes.us Primary CSV
12016,NY,AURIESVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12017,NY,AUSTERLITZ,Archived federalgovernmentzipcodes.us Primary CSV
12018,NY,AVERILL PARK,Archived federalgovernmentzipcodes.us Primary CSV
12019,NY,BALLSTON LAKE,Archived federalgovernmentzipcodes.us Primary CSV
12020,NY,BALLSTON SPA,Archived federalgovernmentzipcodes.us Primary CSV
12022,NY,BERLIN,Archived federalgovernmentzipcodes.us Primary CSV
12023,NY,BERNE,Archived federalgovernmentzipcodes.us Primary CSV
12024,NY,BRAINARD,Archived federalgovernmentzipcodes.us Primary CSV
12025,NY,BROADALBIN,Archived federalgovernmentzipcodes.us Primary CSV
12027,NY,BURNT HILLS,Archived federalgovernmentzipcodes.us Primary CSV
12028,NY,BUSKIRK,Archived federalgovernmentzipcodes.us Primary CSV
12029,NY,CANAAN,Archived federalgovernmentzipcodes.us Primary CSV
12031,NY,CARLISLE,Archived federalgovernmentzipcodes.us Primary CSV
12032,NY,CAROGA LAKE,Archived federalgovernmentzipcodes.us Primary CSV
12033,NY,CASTLETON ON HUDSON,Archived federalgovernmentzipcodes.us Primary CSV
12035,NY,CENTRAL BRIDGE,Archived federalgovernmentzipcodes.us Primary CSV
12036,NY,CHARLOTTEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12037,NY,CHATHAM,Archived federalgovernmentzipcodes.us Primary CSV
12040,NY,CHERRY PLAIN,Archived federalgovernmentzipcodes.us Primary CSV
12041,NY,CLARKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12042,NY,CLIMAX,Archived federalgovernmentzipcodes.us Primary CSV
12043,NY,COBLESKILL,Archived federalgovernmentzipcodes.us Primary CSV
12045,NY,COEYMANS,Archived federalgovernmentzipcodes.us Primary CSV
12046,NY,COEYMANS HOLLOW,Archived federalgovernmentzipcodes.us Primary CSV
12047,NY,COHOES,Archived federalgovernmentzipcodes.us Primary CSV
12050,NY,COLUMBIAVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12051,NY,COXSACKIE,Archived federalgovernmentzipcodes.us Primary CSV
12052,NY,CROPSEYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12053,NY,DELANSON,Archived federalgovernmentzipcodes.us Primary CSV
12054,NY,DELMAR,Archived federalgovernmentzipcodes.us Primary CSV
12055,NY,DORMANSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12056,NY,DUANESBURG,Archived federalgovernmentzipcodes.us Primary CSV
12057,NY,EAGLE BRIDGE,Archived federalgovernmentzipcodes.us Primary CSV
12058,NY,EARLTON,Archived federalgovernmentzipcodes.us Primary CSV
12059,NY,EAST BERNE,Archived federalgovernmentzipcodes.us Primary CSV
12060,NY,EAST CHATHAM,Archived federalgovernmentzipcodes.us Primary CSV
12061,NY,EAST GREENBUSH,Archived federalgovernmentzipcodes.us Primary CSV
12062,NY,EAST NASSAU,Archived federalgovernmentzipcodes.us Primary CSV
12063,NY,EAST SCHODACK,Archived federalgovernmentzipcodes.us Primary CSV
12064,NY,EAST WORCESTER,Archived federalgovernmentzipcodes.us Primary CSV
12065,NY,CLIFTON PARK,Archived federalgovernmentzipcodes.us Primary CSV
12066,NY,ESPERANCE,Archived federalgovernmentzipcodes.us Primary CSV
12067,NY,FEURA BUSH,Archived federalgovernmentzipcodes.us Primary CSV
12068,NY,FONDA,Archived federalgovernmentzipcodes.us Primary CSV
12069,NY,FORT HUNTER,Archived federalgovernmentzipcodes.us Primary CSV
12070,NY,FORT JOHNSON,Archived federalgovernmentzipcodes.us Primary CSV
12071,NY,FULTONHAM,Archived federalgovernmentzipcodes.us Primary CSV
12072,NY,FULTONVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12073,NY,GALLUPVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12074,NY,GALWAY,Archived federalgovernmentzipcodes.us Primary CSV
12075,NY,GHENT,Archived federalgovernmentzipcodes.us Primary CSV
12076,NY,GILBOA,Archived federalgovernmentzipcodes.us Primary CSV
12077,NY,GLENMONT,Archived federalgovernmentzipcodes.us Primary CSV
12078,NY,GLOVERSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12082,NY,GRAFTON,Archived federalgovernmentzipcodes.us Primary CSV
12083,NY,GREENVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12084,NY,GUILDERLAND,Archived federalgovernmentzipcodes.us Primary CSV
12085,NY,GUILDERLAND CENTER,Archived federalgovernmentzipcodes.us Primary CSV
12086,NY,HAGAMAN,Archived federalgovernmentzipcodes.us Primary CSV
12087,NY,HANNACROIX,Archived federalgovernmentzipcodes.us Primary CSV
12089,NY,HOOSICK,Archived federalgovernmentzipcodes.us Primary CSV
12090,NY,HOOSICK FALLS,Archived federalgovernmentzipcodes.us Primary CSV
12092,NY,HOWES CAVE,Archived federalgovernmentzipcodes.us Primary CSV
12093,NY,JEFFERSON,Archived federalgovernmentzipcodes.us Primary CSV
12094,NY,JOHNSONVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12095,NY,JOHNSTOWN,Archived federalgovernmentzipcodes.us Primary CSV
12106,NY,KINDERHOOK,Archived federalgovernmentzipcodes.us Primary CSV
12107,NY,KNOX,Archived federalgovernmentzipcodes.us Primary CSV
12108,NY,LAKE PLEASANT,Archived federalgovernmentzipcodes.us Primary CSV
12110,NY,LATHAM,Archived federalgovernmentzipcodes.us Primary CSV
12115,NY,MALDEN BRIDGE,Archived federalgovernmentzipcodes.us Primary CSV
12116,NY,MARYLAND,Archived federalgovernmentzipcodes.us Primary CSV
12117,NY,MAYFIELD,Archived federalgovernmentzipcodes.us Primary CSV
12118,NY,MECHANICVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12120,NY,MEDUSA,Archived federalgovernmentzipcodes.us Primary CSV
12121,NY,MELROSE,Archived federalgovernmentzipcodes.us Primary CSV
12122,NY,MIDDLEBURGH,Archived federalgovernmentzipcodes.us Primary CSV
12123,NY,NASSAU,Archived federalgovernmentzipcodes.us Primary CSV
12124,NY,NEW BALTIMORE,Archived federalgovernmentzipcodes.us Primary CSV
12125,NY,NEW LEBANON,Archived federalgovernmentzipcodes.us Primary CSV
12128,NY,NEWTONVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12130,NY,NIVERVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12131,NY,NORTH BLENHEIM,Archived federalgovernmentzipcodes.us Primary CSV
12132,NY,NORTH CHATHAM,Archived federalgovernmentzipcodes.us Primary CSV
12133,NY,NORTH HOOSICK,Archived federalgovernmentzipcodes.us Primary CSV
12134,NY,NORTHVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12136,NY,OLD CHATHAM,Archived federalgovernmentzipcodes.us Primary CSV
12137,NY,PATTERSONVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12138,NY,PETERSBURG,Archived federalgovernmentzipcodes.us Primary CSV
12139,NY,PISECO,Archived federalgovernmentzipcodes.us Primary CSV
12140,NY,POESTENKILL,Archived federalgovernmentzipcodes.us Primary CSV
12141,NY,QUAKER STREET,Archived federalgovernmentzipcodes.us Primary CSV
12143,NY,RAVENA,Archived federalgovernmentzipcodes.us Primary CSV
12144,NY,RENSSELAER,Archived federalgovernmentzipcodes.us Primary CSV
12147,NY,RENSSELAERVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12148,NY,REXFORD,Archived federalgovernmentzipcodes.us Primary CSV
12149,NY,RICHMONDVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12150,NY,ROTTERDAM JUNCTION,Archived federalgovernmentzipcodes.us Primary CSV
12151,NY,ROUND LAKE,Archived federalgovernmentzipcodes.us Primary CSV
12153,NY,SAND LAKE,Archived federalgovernmentzipcodes.us Primary CSV
12154,NY,SCHAGHTICOKE,Archived federalgovernmentzipcodes.us Primary CSV
12155,NY,SCHENEVUS,Archived federalgovernmentzipcodes.us Primary CSV
12156,NY,SCHODACK LANDING,Archived federalgovernmentzipcodes.us Primary CSV
12157,NY,SCHOHARIE,Archived federalgovernmentzipcodes.us Primary CSV
12158,NY,SELKIRK,Archived federalgovernmentzipcodes.us Primary CSV
12159,NY,SLINGERLANDS,Archived federalgovernmentzipcodes.us Primary CSV
12160,NY,SLOANSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12161,NY,SOUTH BETHLEHEM,Archived federalgovernmentzipcodes.us Primary CSV
12164,NY,SPECULATOR,Archived federalgovernmentzipcodes.us Primary CSV
12165,NY,SPENCERTOWN,Archived federalgovernmentzipcodes.us Primary CSV
12166,NY,SPRAKERS,Archived federalgovernmentzipcodes.us Primary CSV
12167,NY,STAMFORD,Archived federalgovernmentzipcodes.us Primary CSV
12168,NY,STEPHENTOWN,Archived federalgovernmentzipcodes.us Primary CSV
12169,NY,STEPHENTOWN,Archived federalgovernmentzipcodes.us Primary CSV
12170,NY,STILLWATER,Archived federalgovernmentzipcodes.us Primary CSV
12172,NY,STOTTVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12173,NY,STUYVESANT,Archived federalgovernmentzipcodes.us Primary CSV
12174,NY,STUYVESANT FALLS,Archived federalgovernmentzipcodes.us Primary CSV
12175,NY,SUMMIT,Archived federalgovernmentzipcodes.us Primary CSV
12176,NY,SURPRISE,Archived federalgovernmentzipcodes.us Primary CSV
12177,NY,TRIBES HILL,Archived federalgovernmentzipcodes.us Primary CSV
12180,NY,TROY,Archived federalgovernmentzipcodes.us Primary CSV
12181,NY,TROY,Archived federalgovernmentzipcodes.us Primary CSV
12182,NY,TROY,Archived federalgovernmentzipcodes.us Primary CSV
12183,NY,TROY,Archived federalgovernmentzipcodes.us Primary CSV
12184,NY,VALATIE,Archived federalgovernmentzipcodes.us Primary CSV
12185,NY,VALLEY FALLS,Archived federalgovernmentzipcodes.us Primary CSV
12186,NY,VOORHEESVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12187,NY,WARNERVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12188,NY,WATERFORD,Archived federalgovernmentzipcodes.us Primary CSV
12189,NY,WATERVLIET,Archived federalgovernmentzipcodes.us Primary CSV
12190,NY,WELLS,Archived federalgovernmentzipcodes.us Primary CSV
12192,NY,WEST COXSACKIE,Archived federalgovernmentzipcodes.us Primary CSV
12193,NY,WESTERLO,Archived federalgovernmentzipcodes.us Primary CSV
12194,NY,WEST FULTON,Archived federalgovernmentzipcodes.us Primary CSV
12195,NY,WEST LEBANON,Archived federalgovernmentzipcodes.us Primary CSV
12196,NY,WEST SAND LAKE,Archived federalgovernmentzipcodes.us Primary CSV
12197,NY,WORCESTER,Archived federalgovernmentzipcodes.us Primary CSV
12198,NY,WYNANTSKILL,Archived federalgovernmentzipcodes.us Primary CSV
12201,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12202,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12203,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12204,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12205,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12206,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12207,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12208,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12209,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12210,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12211,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12212,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12214,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12220,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12222,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12223,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12224,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12225,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12226,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12227,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12228,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12229,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12230,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12231,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12232,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12233,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12234,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12235,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12236,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12237,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12238,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12239,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12240,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12241,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12242,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12243,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12244,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12245,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12246,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12247,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12248,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12249,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12250,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12252,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12255,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12256,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12257,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12260,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12261,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12288,NY,ALBANY,Archived federalgovernmentzipcodes.us Primary CSV
12301,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12302,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12303,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12304,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12305,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12306,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12307,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12308,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12309,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12325,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12345,NY,SCHENECTADY,Archived federalgovernmentzipcodes.us Primary CSV
12401,NY,KINGSTON,Archived federalgovernmentzipcodes.us Primary CSV
12402,NY,KINGSTON,Archived federalgovernmentzipcodes.us Primary CSV
12404,NY,ACCORD,Archived federalgovernmentzipcodes.us Primary CSV
12405,NY,ACRA,Archived federalgovernmentzipcodes.us Primary CSV
12406,NY,ARKVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12407,NY,ASHLAND,Archived federalgovernmentzipcodes.us Primary CSV
12409,NY,BEARSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12410,NY,BIG INDIAN,Archived federalgovernmentzipcodes.us Primary CSV
12411,NY,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
12412,NY,BOICEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12413,NY,CAIRO,Archived federalgovernmentzipcodes.us Primary CSV
12414,NY,CATSKILL,Archived federalgovernmentzipcodes.us Primary CSV
12416,NY,CHICHESTER,Archived federalgovernmentzipcodes.us Primary CSV
12417,NY,CONNELLY,Archived federalgovernmentzipcodes.us Primary CSV
12418,NY,CORNWALLVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12419,NY,COTTEKILL,Archived federalgovernmentzipcodes.us Primary CSV
12420,NY,CRAGSMOOR,Archived federalgovernmentzipcodes.us Primary CSV
12421,NY,DENVER,Archived federalgovernmentzipcodes.us Primary CSV
12422,NY,DURHAM,Archived federalgovernmentzipcodes.us Primary CSV
12423,NY,EAST DURHAM,Archived federalgovernmentzipcodes.us Primary CSV
12424,NY,EAST JEWETT,Archived federalgovernmentzipcodes.us Primary CSV
12427,NY,ELKA PARK,Archived federalgovernmentzipcodes.us Primary CSV
12428,NY,ELLENVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12429,NY,ESOPUS,Archived federalgovernmentzipcodes.us Primary CSV
12430,NY,FLEISCHMANNS,Archived federalgovernmentzipcodes.us Primary CSV
12431,NY,FREEHOLD,Archived federalgovernmentzipcodes.us Primary CSV
12432,NY,GLASCO,Archived federalgovernmentzipcodes.us Primary CSV
12433,NY,GLENFORD,Archived federalgovernmentzipcodes.us Primary CSV
12434,NY,GRAND GORGE,Archived federalgovernmentzipcodes.us Primary CSV
12435,NY,GREENFIELD PARK,Archived federalgovernmentzipcodes.us Primary CSV
12436,NY,HAINES FALLS,Archived federalgovernmentzipcodes.us Primary CSV
12438,NY,HALCOTTSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12439,NY,HENSONVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12440,NY,HIGH FALLS,Archived federalgovernmentzipcodes.us Primary CSV
12441,NY,HIGHMOUNT,Archived federalgovernmentzipcodes.us Primary CSV
12442,NY,HUNTER,Archived federalgovernmentzipcodes.us Primary CSV
12443,NY,HURLEY,Archived federalgovernmentzipcodes.us Primary CSV
12444,NY,JEWETT,Archived federalgovernmentzipcodes.us Primary CSV
12446,NY,KERHONKSON,Archived federalgovernmentzipcodes.us Primary CSV
12448,NY,LAKE HILL,Archived federalgovernmentzipcodes.us Primary CSV
12449,NY,LAKE KATRINE,Archived federalgovernmentzipcodes.us Primary CSV
12450,NY,LANESVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12451,NY,LEEDS,Archived federalgovernmentzipcodes.us Primary CSV
12452,NY,LEXINGTON,Archived federalgovernmentzipcodes.us Primary CSV
12453,NY,MALDEN ON HUDSON,Archived federalgovernmentzipcodes.us Primary CSV
12454,NY,MAPLECREST,Archived federalgovernmentzipcodes.us Primary CSV
12455,NY,MARGARETVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12456,NY,MOUNT MARION,Archived federalgovernmentzipcodes.us Primary CSV
12457,NY,MOUNT TREMPER,Archived federalgovernmentzipcodes.us Primary CSV
12458,NY,NAPANOCH,Archived federalgovernmentzipcodes.us Primary CSV
12459,NY,NEW KINGSTON,Archived federalgovernmentzipcodes.us Primary CSV
12460,NY,OAK HILL,Archived federalgovernmentzipcodes.us Primary CSV
12461,NY,OLIVEBRIDGE,Archived federalgovernmentzipcodes.us Primary CSV
12463,NY,PALENVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12464,NY,PHOENICIA,Archived federalgovernmentzipcodes.us Primary CSV
12465,NY,PINE HILL,Archived federalgovernmentzipcodes.us Primary CSV
12466,NY,PORT EWEN,Archived federalgovernmentzipcodes.us Primary CSV
12468,NY,PRATTSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12469,NY,PRESTON HOLLOW,Archived federalgovernmentzipcodes.us Primary CSV
12470,NY,PURLING,Archived federalgovernmentzipcodes.us Primary CSV
12471,NY,RIFTON,Archived federalgovernmentzipcodes.us Primary CSV
12472,NY,ROSENDALE,Archived federalgovernmentzipcodes.us Primary CSV
12473,NY,ROUND TOP,Archived federalgovernmentzipcodes.us Primary CSV
12474,NY,ROXBURY,Archived federalgovernmentzipcodes.us Primary CSV
12475,NY,RUBY,Archived federalgovernmentzipcodes.us Primary CSV
12477,NY,SAUGERTIES,Archived federalgovernmentzipcodes.us Primary CSV
12480,NY,SHANDAKEN,Archived federalgovernmentzipcodes.us Primary CSV
12481,NY,SHOKAN,Archived federalgovernmentzipcodes.us Primary CSV
12482,NY,SOUTH CAIRO,Archived federalgovernmentzipcodes.us Primary CSV
12483,NY,SPRING GLEN,Archived federalgovernmentzipcodes.us Primary CSV
12484,NY,STONE RIDGE,Archived federalgovernmentzipcodes.us Primary CSV
12485,NY,TANNERSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
12486,NY,TILLSON,Archived federalgovernmentzipcodes.us Primary CSV
12487,NY,ULSTER PARK,Archived federalgovernmentzipcodes.us Primary CSV
12489,NY,WAWARSING,Archived federalgovernmentzipcodes.us Primary CSV
12490,NY,WEST CAMP,Archived federalgovernmentzipcodes.us Primary CSV
12491,NY,WEST HURLEY,Archived federalgovernmentzipcodes.us Primary CSV
12492,NY,WEST KILL,Archived federalgovernmentzipcodes.us Primary CSV
12493,NY,WEST PARK,Archived federalgovernmentzipcodes.us Primary CSV
12494,NY,WEST SHOKAN,Archived federalgovernmentzipcodes.us Primary CSV
12495,NY,WILLOW,Archived federalgovernmentzipcodes.us Primary CSV
12496,NY,WINDHAM,Archived federalgovernmentzipcodes.us Primary CSV
12498,NY,WOODSTOCK,Archived federalgovernmentzipcodes.us Primary CSV
