zip,state,city,source
61601,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61602,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61603,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61604,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61605,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61606,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61607,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61610,IL,CREVE COEUR,Archived federalgovernmentzipcodes.us Primary CSV
61611,IL,EAST PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61612,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61613,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61614,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61615,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61616,IL,PEORIA HEIGHTS,Archived federalgovernmentzipcodes.us Primary CSV
61625,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61629,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61630,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61633,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61634,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61635,IL,EAST PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61636,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61637,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61638,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61639,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61641,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61643,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61650,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61651,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61652,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61653,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61654,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61655,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61656,IL,PEORIA,Archived federalgovernmentzipcodes.us Primary CSV
61701,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61702,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61704,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61705,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61709,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61710,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61720,IL,ANCHOR,Archived federalgovernmentzipcodes.us Primary CSV
61721,IL,ARMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61722,IL,ARROWSMITH,Archived federalgovernmentzipcodes.us Primary CSV
61723,IL,ATLANTA,Archived federalgovernmentzipcodes.us Primary CSV
61724,IL,BELLFLOWER,Archived federalgovernmentzipcodes.us Primary CSV
61725,IL,CARLOCK,Archived federalgovernmentzipcodes.us Primary CSV
61726,IL,CHENOA,Archived federalgovernmentzipcodes.us Primary CSV
61727,IL,CLINTON,Archived federalgovernmentzipcodes.us Primary CSV
61728,IL,COLFAX,Archived federalgovernmentzipcodes.us Primary CSV
61729,IL,CONGERVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61730,IL,COOKSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61731,IL,CROPSEY,Archived federalgovernmentzipcodes.us Primary CSV
61732,IL,DANVERS,Archived federalgovernmentzipcodes.us Primary CSV
61733,IL,DEER CREEK,Archived federalgovernmentzipcodes.us Primary CSV
61734,IL,DELAVAN,Archived federalgovernmentzipcodes.us Primary CSV
61735,IL,DEWITT,Archived federalgovernmentzipcodes.us Primary CSV
61736,IL,DOWNS,Archived federalgovernmentzipcodes.us Primary CSV
61737,IL,ELLSWORTH,Archived federalgovernmentzipcodes.us Primary CSV
61738,IL,EL PASO,Archived federalgovernmentzipcodes.us Primary CSV
61739,IL,FAIRBURY,Archived federalgovernmentzipcodes.us Primary CSV
61740,IL,FLANAGAN,Archived federalgovernmentzipcodes.us Primary CSV
61741,IL,FORREST,Archived federalgovernmentzipcodes.us Primary CSV
61742,IL,GOODFIELD,Archived federalgovernmentzipcodes.us Primary CSV
61743,IL,GRAYMONT,Archived federalgovernmentzipcodes.us Primary CSV
61744,IL,GRIDLEY,Archived federalgovernmentzipcodes.us Primary CSV
61745,IL,HEYWORTH,Archived federalgovernmentzipcodes.us Primary CSV
61747,IL,HOPEDALE,Archived federalgovernmentzipcodes.us Primary CSV
61748,IL,HUDSON,Archived federalgovernmentzipcodes.us Primary CSV
61749,IL,KENNEY,Archived federalgovernmentzipcodes.us Primary CSV
61750,IL,LANE,Archived federalgovernmentzipcodes.us Primary CSV
61751,IL,LAWNDALE,Archived federalgovernmentzipcodes.us Primary CSV
61752,IL,LE ROY,Archived federalgovernmentzipcodes.us Primary CSV
61753,IL,LEXINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61754,IL,MC LEAN,Archived federalgovernmentzipcodes.us Primary CSV
61755,IL,MACKINAW,Archived federalgovernmentzipcodes.us Primary CSV
61756,IL,MAROA,Archived federalgovernmentzipcodes.us Primary CSV
61758,IL,MERNA,Archived federalgovernmentzipcodes.us Primary CSV
61759,IL,MINIER,Archived federalgovernmentzipcodes.us Primary CSV
61760,IL,MINONK,Archived federalgovernmentzipcodes.us Primary CSV
61761,IL,NORMAL,Archived federalgovernmentzipcodes.us Primary CSV
61764,IL,PONTIAC,Archived federalgovernmentzipcodes.us Primary CSV
61769,IL,SAUNEMIN,Archived federalgovernmentzipcodes.us Primary CSV
61770,IL,SAYBROOK,Archived federalgovernmentzipcodes.us Primary CSV
61771,IL,SECOR,Archived federalgovernmentzipcodes.us Primary CSV
61772,IL,SHIRLEY,Archived federalgovernmentzipcodes.us Primary CSV
61773,IL,SIBLEY,Archived federalgovernmentzipcodes.us Primary CSV
61774,IL,STANFORD,Archived federalgovernmentzipcodes.us Primary CSV
61775,IL,STRAWN,Archived federalgovernmentzipcodes.us Primary CSV
61776,IL,TOWANDA,Archived federalgovernmentzipcodes.us Primary CSV
61777,IL,WAPELLA,Archived federalgovernmentzipcodes.us Primary CSV
61778,IL,WAYNESVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61790,IL,NORMAL,Archived federalgovernmentzipcodes.us Primary CSV
61791,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61799,IL,BLOOMINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61801,IL,URBANA,Archived federalgovernmentzipcodes.us Primary CSV
61802,IL,URBANA,Archived federalgovernmentzipcodes.us Primary CSV
61803,IL,URBANA,Archived federalgovernmentzipcodes.us Primary CSV
61810,IL,ALLERTON,Archived federalgovernmentzipcodes.us Primary CSV
61811,IL,ALVIN,Archived federalgovernmentzipcodes.us Primary CSV
61812,IL,ARMSTRONG,Archived federalgovernmentzipcodes.us Primary CSV
61813,IL,BEMENT,Archived federalgovernmentzipcodes.us Primary CSV
61814,IL,BISMARCK,Archived federalgovernmentzipcodes.us Primary CSV
61815,IL,BONDVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61816,IL,BROADLANDS,Archived federalgovernmentzipcodes.us Primary CSV
61817,IL,CATLIN,Archived federalgovernmentzipcodes.us Primary CSV
61818,IL,CERRO GORDO,Archived federalgovernmentzipcodes.us Primary CSV
61820,IL,CHAMPAIGN,Archived federalgovernmentzipcodes.us Primary CSV
61821,IL,CHAMPAIGN,Archived federalgovernmentzipcodes.us Primary CSV
61822,IL,CHAMPAIGN,Archived federalgovernmentzipcodes.us Primary CSV
61824,IL,CHAMPAIGN,Archived federalgovernmentzipcodes.us Primary CSV
61825,IL,CHAMPAIGN,Archived federalgovernmentzipcodes.us Primary CSV
61826,IL,CHAMPAIGN,Archived federalgovernmentzipcodes.us Primary CSV
61830,IL,CISCO,Archived federalgovernmentzipcodes.us Primary CSV
61831,IL,COLLISON,Archived federalgovernmentzipcodes.us Primary CSV
61832,IL,DANVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61833,IL,TILTON,Archived federalgovernmentzipcodes.us Primary CSV
61834,IL,DANVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61839,IL,DE LAND,Archived federalgovernmentzipcodes.us Primary CSV
61840,IL,DEWEY,Archived federalgovernmentzipcodes.us Primary CSV
61841,IL,FAIRMOUNT,Archived federalgovernmentzipcodes.us Primary CSV
61842,IL,FARMER CITY,Archived federalgovernmentzipcodes.us Primary CSV
61843,IL,FISHER,Archived federalgovernmentzipcodes.us Primary CSV
61844,IL,FITHIAN,Archived federalgovernmentzipcodes.us Primary CSV
61845,IL,FOOSLAND,Archived federalgovernmentzipcodes.us Primary CSV
61846,IL,GEORGETOWN,Archived federalgovernmentzipcodes.us Primary CSV
61847,IL,GIFFORD,Archived federalgovernmentzipcodes.us Primary CSV
61848,IL,HENNING,Archived federalgovernmentzipcodes.us Primary CSV
61849,IL,HOMER,Archived federalgovernmentzipcodes.us Primary CSV
61850,IL,INDIANOLA,Archived federalgovernmentzipcodes.us Primary CSV
61851,IL,IVESDALE,Archived federalgovernmentzipcodes.us Primary CSV
61852,IL,LONGVIEW,Archived federalgovernmentzipcodes.us Primary CSV
61853,IL,MAHOMET,Archived federalgovernmentzipcodes.us Primary CSV
61854,IL,MANSFIELD,Archived federalgovernmentzipcodes.us Primary CSV
61855,IL,MILMINE,Archived federalgovernmentzipcodes.us Primary CSV
61856,IL,MONTICELLO,Archived federalgovernmentzipcodes.us Primary CSV
61857,IL,MUNCIE,Archived federalgovernmentzipcodes.us Primary CSV
61858,IL,OAKWOOD,Archived federalgovernmentzipcodes.us Primary CSV
61859,IL,OGDEN,Archived federalgovernmentzipcodes.us Primary CSV
61862,IL,PENFIELD,Archived federalgovernmentzipcodes.us Primary CSV
61863,IL,PESOTUM,Archived federalgovernmentzipcodes.us Primary CSV
61864,IL,PHILO,Archived federalgovernmentzipcodes.us Primary CSV
61865,IL,POTOMAC,Archived federalgovernmentzipcodes.us Primary CSV
61866,IL,RANTOUL,Archived federalgovernmentzipcodes.us Primary CSV
61870,IL,RIDGE FARM,Archived federalgovernmentzipcodes.us Primary CSV
61871,IL,ROYAL,Archived federalgovernmentzipcodes.us Primary CSV
61872,IL,SADORUS,Archived federalgovernmentzipcodes.us Primary CSV
61873,IL,SAINT JOSEPH,Archived federalgovernmentzipcodes.us Primary CSV
61874,IL,SAVOY,Archived federalgovernmentzipcodes.us Primary CSV
61875,IL,SEYMOUR,Archived federalgovernmentzipcodes.us Primary CSV
61876,IL,SIDELL,Archived federalgovernmentzipcodes.us Primary CSV
61877,IL,SIDNEY,Archived federalgovernmentzipcodes.us Primary CSV
61878,IL,THOMASBORO,Archived federalgovernmentzipcodes.us Primary CSV
61880,IL,TOLONO,Archived federalgovernmentzipcodes.us Primary CSV
61882,IL,WELDON,Archived federalgovernmentzipcodes.us Primary CSV
61883,IL,WESTVILLE,Archived federalgovernmentzipcodes.us Primary CSV
61884,IL,WHITE HEATH,Archived federalgovernmentzipcodes.us Primary CSV
61910,IL,ARCOLA,Archived federalgovernmentzipcodes.us Primary CSV
61911,IL,ARTHUR,Archived federalgovernmentzipcodes.us Primary CSV
61912,IL,ASHMORE,Archived federalgovernmentzipcodes.us Primary CSV
61913,IL,ATWOOD,Archived federalgovernmentzipcodes.us Primary CSV
61914,IL,BETHANY,Archived federalgovernmentzipcodes.us Primary CSV
61917,IL,BROCTON,Archived federalgovernmentzipcodes.us Primary CSV
61919,IL,CAMARGO,Archived federalgovernmentzipcodes.us Primary CSV
61920,IL,CHARLESTON,Archived federalgovernmentzipcodes.us Primary CSV
61924,IL,CHRISMAN,Archived federalgovernmentzipcodes.us Primary CSV
61925,IL,DALTON CITY,Archived federalgovernmentzipcodes.us Primary CSV
61928,IL,GAYS,Archived federalgovernmentzipcodes.us Primary CSV
61929,IL,HAMMOND,Archived federalgovernmentzipcodes.us Primary CSV
61930,IL,HINDSBORO,Archived federalgovernmentzipcodes.us Primary CSV
61931,IL,HUMBOLDT,Archived federalgovernmentzipcodes.us Primary CSV
61932,IL,HUME,Archived federalgovernmentzipcodes.us Primary CSV
61933,IL,KANSAS,Archived federalgovernmentzipcodes.us Primary CSV
61936,IL,LA PLACE,Archived federalgovernmentzipcodes.us Primary CSV
61937,IL,LOVINGTON,Archived federalgovernmentzipcodes.us Primary CSV
61938,IL,MATTOON,Archived federalgovernmentzipcodes.us Primary CSV
61940,IL,METCALF,Archived federalgovernmentzipcodes.us Primary CSV
61941,IL,MURDOCK,Archived federalgovernmentzipcodes.us Primary CSV
61942,IL,NEWMAN,Archived federalgovernmentzipcodes.us Primary CSV
61943,IL,OAKLAND,Archived federalgovernmentzipcodes.us Primary CSV
61944,IL,PARIS,Archived federalgovernmentzipcodes.us Primary CSV
61949,IL,REDMON,Archived federalgovernmentzipcodes.us Primary CSV
61951,IL,SULLIVAN,Archived federalgovernmentzipcodes.us Primary CSV
61953,IL,TUSCOLA,Archived federalgovernmentzipcodes.us Primary CSV
61955,IL,VERMILION,Archived federalgovernmentzipcodes.us Primary CSV
61956,IL,VILLA GROVE,Archived federalgovernmentzipcodes.us Primary CSV
61957,IL,WINDSOR,Archived federalgovernmentzipcodes.us Primary CSV
62001,IL,ALHAMBRA,Archived federalgovernmentzipcodes.us Primary CSV
62002,IL,ALTON,Archived federalgovernmentzipcodes.us Primary CSV
62006,IL,BATCHTOWN,Archived federalgovernmentzipcodes.us Primary CSV
62009,IL,BENLD,Archived federalgovernmentzipcodes.us Primary CSV
62010,IL,BETHALTO,Archived federalgovernmentzipcodes.us Primary CSV
62011,IL,BINGHAM,Archived federalgovernmentzipcodes.us Primary CSV
62012,IL,BRIGHTON,Archived federalgovernmentzipcodes.us Primary CSV
62013,IL,BRUSSELS,Archived federalgovernmentzipcodes.us Primary CSV
62014,IL,BUNKER HILL,Archived federalgovernmentzipcodes.us Primary CSV
62015,IL,BUTLER,Archived federalgovernmentzipcodes.us Primary CSV
62016,IL,CARROLLTON,Archived federalgovernmentzipcodes.us Primary CSV
62017,IL,COFFEEN,Archived federalgovernmentzipcodes.us Primary CSV
62018,IL,COTTAGE HILLS,Archived federalgovernmentzipcodes.us Primary CSV
62019,IL,DONNELLSON,Archived federalgovernmentzipcodes.us Primary CSV
62021,IL,DORSEY,Archived federalgovernmentzipcodes.us Primary CSV
62022,IL,DOW,Archived federalgovernmentzipcodes.us Primary CSV
62023,IL,EAGARVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62024,IL,EAST ALTON,Archived federalgovernmentzipcodes.us Primary CSV
62025,IL,EDWARDSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62026,IL,EDWARDSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62027,IL,ELDRED,Archived federalgovernmentzipcodes.us Primary CSV
62028,IL,ELSAH,Archived federalgovernmentzipcodes.us Primary CSV
62030,IL,FIDELITY,Archived federalgovernmentzipcodes.us Primary CSV
62031,IL,FIELDON,Archived federalgovernmentzipcodes.us Primary CSV
62032,IL,FILLMORE,Archived federalgovernmentzipcodes.us Primary CSV
62033,IL,GILLESPIE,Archived federalgovernmentzipcodes.us Primary CSV
62034,IL,GLEN CARBON,Archived federalgovernmentzipcodes.us Primary CSV
62035,IL,GODFREY,Archived federalgovernmentzipcodes.us Primary CSV
62036,IL,GOLDEN EAGLE,Archived federalgovernmentzipcodes.us Primary CSV
62037,IL,GRAFTON,Archived federalgovernmentzipcodes.us Primary CSV
62040,IL,GRANITE CITY,Archived federalgovernmentzipcodes.us Primary CSV
62044,IL,GREENFIELD,Archived federalgovernmentzipcodes.us Primary CSV
62045,IL,HAMBURG,Archived federalgovernmentzipcodes.us Primary CSV
62046,IL,HAMEL,Archived federalgovernmentzipcodes.us Primary CSV
62047,IL,HARDIN,Archived federalgovernmentzipcodes.us Primary CSV
62048,IL,HARTFORD,Archived federalgovernmentzipcodes.us Primary CSV
62049,IL,HILLSBORO,Archived federalgovernmentzipcodes.us Primary CSV
62050,IL,HILLVIEW,Archived federalgovernmentzipcodes.us Primary CSV
62051,IL,IRVING,Archived federalgovernmentzipcodes.us Primary CSV
62052,IL,JERSEYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62053,IL,KAMPSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62054,IL,KANE,Archived federalgovernmentzipcodes.us Primary CSV
62056,IL,LITCHFIELD,Archived federalgovernmentzipcodes.us Primary CSV
62058,IL,LIVINGSTON,Archived federalgovernmentzipcodes.us Primary CSV
62059,IL,LOVEJOY,Archived federalgovernmentzipcodes.us Primary CSV
62060,IL,MADISON,Archived federalgovernmentzipcodes.us Primary CSV
62061,IL,MARINE,Archived federalgovernmentzipcodes.us Primary CSV
62062,IL,MARYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62063,IL,MEDORA,Archived federalgovernmentzipcodes.us Primary CSV
62065,IL,MICHAEL,Archived federalgovernmentzipcodes.us Primary CSV
62067,IL,MORO,Archived federalgovernmentzipcodes.us Primary CSV
62069,IL,MOUNT OLIVE,Archived federalgovernmentzipcodes.us Primary CSV
62070,IL,MOZIER,Archived federalgovernmentzipcodes.us Primary CSV
62071,IL,NATIONAL STOCK YARDS,Archived federalgovernmentzipcodes.us Primary CSV
62074,IL,NEW DOUGLAS,Archived federalgovernmentzipcodes.us Primary CSV
62075,IL,NOKOMIS,Archived federalgovernmentzipcodes.us Primary CSV
62076,IL,OHLMAN,Archived federalgovernmentzipcodes.us Primary CSV
62077,IL,PANAMA,Archived federalgovernmentzipcodes.us Primary CSV
62078,IL,PATTERSON,Archived federalgovernmentzipcodes.us Primary CSV
62079,IL,PIASA,Archived federalgovernmentzipcodes.us Primary CSV
62080,IL,RAMSEY,Archived federalgovernmentzipcodes.us Primary CSV
62081,IL,ROCKBRIDGE,Archived federalgovernmentzipcodes.us Primary CSV
62082,IL,ROODHOUSE,Archived federalgovernmentzipcodes.us Primary CSV
62083,IL,ROSAMOND,Archived federalgovernmentzipcodes.us Primary CSV
62084,IL,ROXANA,Archived federalgovernmentzipcodes.us Primary CSV
62085,IL,SAWYERVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62086,IL,SORENTO,Archived federalgovernmentzipcodes.us Primary CSV
62087,IL,SOUTH ROXANA,Archived federalgovernmentzipcodes.us Primary CSV
62088,IL,STAUNTON,Archived federalgovernmentzipcodes.us Primary CSV
62089,IL,TAYLOR SPRINGS,Archived federalgovernmentzipcodes.us Primary CSV
62090,IL,VENICE,Archived federalgovernmentzipcodes.us Primary CSV
62091,IL,WALSHVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62092,IL,WHITE HALL,Archived federalgovernmentzipcodes.us Primary CSV
62093,IL,WILSONVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62094,IL,WITT,Archived federalgovernmentzipcodes.us Primary CSV
62095,IL,WOOD RIVER,Archived federalgovernmentzipcodes.us Primary CSV
62097,IL,WORDEN,Archived federalgovernmentzipcodes.us Primary CSV
62098,IL,WRIGHTS,Archived federalgovernmentzipcodes.us Primary CSV
62201,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62202,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62203,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62204,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62205,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62206,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62207,IL,EAST SAINT LOUIS,Archived federalgovernmentzipcodes.us Primary CSV
62208,IL,FAIRVIEW HEIGHTS,Archived federalgovernmentzipcodes.us Primary CSV
62214,IL,ADDIEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62215,IL,ALBERS,Archived federalgovernmentzipcodes.us Primary CSV
62216,IL,AVISTON,Archived federalgovernmentzipcodes.us Primary CSV
62217,IL,BALDWIN,Archived federalgovernmentzipcodes.us Primary CSV
62218,IL,BARTELSO,Archived federalgovernmentzipcodes.us Primary CSV
62219,IL,BECKEMEYER,Archived federalgovernmentzipcodes.us Primary CSV
62220,IL,BELLEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62221,IL,BELLEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62222,IL,BELLEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62223,IL,BELLEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62224,IL,MASCOUTAH,Archived federalgovernmentzipcodes.us Primary CSV
62225,IL,SCOTT AIR FORCE BASE,Archived federalgovernmentzipcodes.us Primary CSV
62226,IL,BELLEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62230,IL,BREESE,Archived federalgovernmentzipcodes.us Primary CSV
62231,IL,CARLYLE,Archived federalgovernmentzipcodes.us Primary CSV
62232,IL,CASEYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62233,IL,CHESTER,Archived federalgovernmentzipcodes.us Primary CSV
62234,IL,COLLINSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62236,IL,COLUMBIA,Archived federalgovernmentzipcodes.us Primary CSV
62237,IL,COULTERVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62238,IL,CUTLER,Archived federalgovernmentzipcodes.us Primary CSV
62239,IL,DUPO,Archived federalgovernmentzipcodes.us Primary CSV
62240,IL,EAST CARONDELET,Archived federalgovernmentzipcodes.us Primary CSV
62241,IL,ELLIS GROVE,Archived federalgovernmentzipcodes.us Primary CSV
62242,IL,EVANSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62243,IL,FREEBURG,Archived federalgovernmentzipcodes.us Primary CSV
62244,IL,FULTS,Archived federalgovernmentzipcodes.us Primary CSV
62245,IL,GERMANTOWN,Archived federalgovernmentzipcodes.us Primary CSV
62246,IL,GREENVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62247,IL,HAGARSTOWN,Archived federalgovernmentzipcodes.us Primary CSV
62248,IL,HECKER,Archived federalgovernmentzipcodes.us Primary CSV
62249,IL,HIGHLAND,Archived federalgovernmentzipcodes.us Primary CSV
62250,IL,HOFFMAN,Archived federalgovernmentzipcodes.us Primary CSV
62252,IL,HUEY,Archived federalgovernmentzipcodes.us Primary CSV
62253,IL,KEYESPORT,Archived federalgovernmentzipcodes.us Primary CSV
62254,IL,LEBANON,Archived federalgovernmentzipcodes.us Primary CSV
62255,IL,LENZBURG,Archived federalgovernmentzipcodes.us Primary CSV
62256,IL,MAEYSTOWN,Archived federalgovernmentzipcodes.us Primary CSV
62257,IL,MARISSA,Archived federalgovernmentzipcodes.us Primary CSV
62258,IL,MASCOUTAH,Archived federalgovernmentzipcodes.us Primary CSV
62259,IL,MENARD,Archived federalgovernmentzipcodes.us Primary CSV
62260,IL,MILLSTADT,Archived federalgovernmentzipcodes.us Primary CSV
62261,IL,MODOC,Archived federalgovernmentzipcodes.us Primary CSV
62262,IL,MULBERRY GROVE,Archived federalgovernmentzipcodes.us Primary CSV
62263,IL,NASHVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62264,IL,NEW ATHENS,Archived federalgovernmentzipcodes.us Primary CSV
62265,IL,NEW BADEN,Archived federalgovernmentzipcodes.us Primary CSV
62266,IL,NEW MEMPHIS,Archived federalgovernmentzipcodes.us Primary CSV
62268,IL,OAKDALE,Archived federalgovernmentzipcodes.us Primary CSV
62269,IL,O FALLON,Archived federalgovernmentzipcodes.us Primary CSV
62271,IL,OKAWVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62272,IL,PERCY,Archived federalgovernmentzipcodes.us Primary CSV
62273,IL,PIERRON,Archived federalgovernmentzipcodes.us Primary CSV
62274,IL,PINCKNEYVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62275,IL,POCAHONTAS,Archived federalgovernmentzipcodes.us Primary CSV
62277,IL,PRAIRIE DU ROCHER,Archived federalgovernmentzipcodes.us Primary CSV
62278,IL,RED BUD,Archived federalgovernmentzipcodes.us Primary CSV
62279,IL,RENAULT,Archived federalgovernmentzipcodes.us Primary CSV
62280,IL,ROCKWOOD,Archived federalgovernmentzipcodes.us Primary CSV
62281,IL,SAINT JACOB,Archived federalgovernmentzipcodes.us Primary CSV
62282,IL,SAINT LIBORY,Archived federalgovernmentzipcodes.us Primary CSV
62284,IL,SMITHBORO,Archived federalgovernmentzipcodes.us Primary CSV
62285,IL,SMITHTON,Archived federalgovernmentzipcodes.us Primary CSV
62286,IL,SPARTA,Archived federalgovernmentzipcodes.us Primary CSV
62288,IL,STEELEVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62289,IL,SUMMERFIELD,Archived federalgovernmentzipcodes.us Primary CSV
62292,IL,TILDEN,Archived federalgovernmentzipcodes.us Primary CSV
62293,IL,TRENTON,Archived federalgovernmentzipcodes.us Primary CSV
62294,IL,TROY,Archived federalgovernmentzipcodes.us Primary CSV
62295,IL,VALMEYER,Archived federalgovernmentzipcodes.us Primary CSV
62297,IL,WALSH,Archived federalgovernmentzipcodes.us Primary CSV
62298,IL,WATERLOO,Archived federalgovernmentzipcodes.us Primary CSV
62301,IL,QUINCY,Archived federalgovernmentzipcodes.us Primary CSV
62305,IL,QUINCY,Archived federalgovernmentzipcodes.us Primary CSV
62306,IL,QUINCY,Archived federalgovernmentzipcodes.us Primary CSV
62311,IL,AUGUSTA,Archived federalgovernmentzipcodes.us Primary CSV
62312,IL,BARRY,Archived federalgovernmentzipcodes.us Primary CSV
62313,IL,BASCO,Archived federalgovernmentzipcodes.us Primary CSV
62314,IL,BAYLIS,Archived federalgovernmentzipcodes.us Primary CSV
62316,IL,BOWEN,Archived federalgovernmentzipcodes.us Primary CSV
62319,IL,CAMDEN,Archived federalgovernmentzipcodes.us Primary CSV
62320,IL,CAMP POINT,Archived federalgovernmentzipcodes.us Primary CSV
62321,IL,CARTHAGE,Archived federalgovernmentzipcodes.us Primary CSV
62323,IL,CHAMBERSBURG,Archived federalgovernmentzipcodes.us Primary CSV
62324,IL,CLAYTON,Archived federalgovernmentzipcodes.us Primary CSV
62325,IL,COATSBURG,Archived federalgovernmentzipcodes.us Primary CSV
62326,IL,COLCHESTER,Archived federalgovernmentzipcodes.us Primary CSV
62329,IL,COLUSA,Archived federalgovernmentzipcodes.us Primary CSV
62330,IL,DALLAS CITY,Archived federalgovernmentzipcodes.us Primary CSV
62334,IL,ELVASTON,Archived federalgovernmentzipcodes.us Primary CSV
62336,IL,FERRIS,Archived federalgovernmentzipcodes.us Primary CSV
62338,IL,FOWLER,Archived federalgovernmentzipcodes.us Primary CSV
62339,IL,GOLDEN,Archived federalgovernmentzipcodes.us Primary CSV
62340,IL,GRIGGSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62341,IL,HAMILTON,Archived federalgovernmentzipcodes.us Primary CSV
62343,IL,HULL,Archived federalgovernmentzipcodes.us Primary CSV
62344,IL,HUNTSVILLE,Archived federalgovernmentzipcodes.us Primary CSV
62345,IL,KINDERHOOK,Archived federalgovernmentzipcodes.us Primary CSV
62346,IL,LA PRAIRIE,Archived federalgovernmentzipcodes.us Primary CSV
62347,IL,LIBERTY,Archived federalgovernmentzipcodes.us Primary CSV
62348,IL,LIMA,Archived federalgovernmentzipcodes.us Primary CSV
